URI_Length,GET_Length,POST_Length,URI_Entropy,GET_Entropy,POST_Entropy,Numeric_Text_Ratio,Special_Char_Count,label
29,22,0,4.3232,3.8454,0.0,0.2759,16,1
39,29,0,4.7532,4.4182,0.0,0.1818,18,1
5,0,0,2.3219,0.0,0.0,0.0,1,0
7,0,40,2.8074,0.0,4.1342,0.0513,8,0
27,17,0,3.7179,3.6169,0.0,0.0556,8,0
33,23,0,3.8212,3.7081,0.0,0.0,12,1
32,21,40,4.0153,3.6538,4.1251,0.1096,20,0
19,10,0,3.5766,3.1219,0.0,0.0,4,0
32,22,0,3.8042,3.6412,0.0,0.0435,8,0
19,12,0,3.9321,3.2516,0.0,0.087,8,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
9,0,0,2.7255,0.0,0.0,0.0,1,0
7,0,40,2.8074,0.0,4.1842,0.0513,8,0
43,29,0,4.5013,4.1852,0.0,0.1017,13,0
9,0,34,2.4194,0.0,4.1163,0.0645,9,1
47,33,0,4.4105,4.0667,0.0,0.0,27,1
6,0,0,2.585,0.0,0.0,0.0,1,0
22,8,40,3.914,2.75,3.966,0.0345,12,0
37,27,40,3.9183,3.6801,4.0439,0.0471,19,0
29,22,0,4.1163,3.6978,0.0,0.1379,18,1
29,23,0,4.3492,4.1757,0.0,0.0556,16,1
18,8,40,3.6835,2.75,4.2251,0.037,12,0
36,22,0,4.3156,3.6069,0.0,0.1143,19,1
40,30,0,4.2342,3.7647,0.0,0.087,24,1
16,6,0,3.75,2.585,0.0,0.1111,4,0
44,33,0,4.3088,4.0667,0.0,0.0,27,1
34,20,0,4.4548,3.9219,0.0,0.1081,15,1
35,25,0,4.1287,3.8333,0.0,0.0,9,0
39,33,0,4.3555,4.0667,0.0,0.0,26,1
33,27,0,4.2714,3.9582,0.0,0.0476,18,1
22,15,0,3.8797,3.3736,0.0,0.0,4,0
5,0,48,2.3219,0.0,4.2563,0.0238,11,1
13,6,0,3.7004,2.585,0.0,0.4,4,0
30,21,0,4.1484,3.5945,0.0,0.069,18,1
1,0,34,-0.0,0.0,4.1163,0.0833,8,1
41,33,0,4.3267,4.1879,0.0,0.0968,12,0
14,12,40,3.6645,3.4183,4.1562,0.1569,15,0
28,22,0,4.2534,3.8454,0.0,0.2857,16,1
30,21,0,4.1232,3.8209,0.0,0.0,8,1
9,0,40,2.7255,0.0,3.9037,0.0488,8,0
34,32,0,4.1163,3.9681,0.0,0.0,12,0
35,27,0,4.0931,3.9582,0.0,0.0455,18,1
30,20,40,3.6696,3.5464,4.1226,0.0253,11,0
19,9,0,3.8924,3.1699,0.0,0.0,5,0
32,24,0,4.2889,3.9702,0.0,0.0,14,1
39,31,0,4.0091,3.8245,0.0,0.0,14,1
36,27,0,4.1626,3.9582,0.0,0.0444,18,1
6,0,0,2.585,0.0,0.0,0.0,1,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
17,10,40,3.7345,3.1219,4.1939,0.0357,11,0
6,0,0,2.585,0.0,0.0,0.0,1,0
13,4,0,3.5466,2.0,0.0,0.1538,4,0
36,27,40,4.1762,3.9121,4.1062,0.0714,19,0
26,19,0,4.1808,3.6819,0.0,0.1212,12,0
15,9,0,3.2729,2.7255,0.0,0.0,4,0
27,19,0,4.1343,4.0374,0.0,0.0,8,0
40,30,0,3.9537,3.6444,0.0,0.0,9,0
40,30,0,4.3414,3.7996,0.0,0.5185,16,1
25,15,40,4.1639,3.7736,4.1373,0.0312,16,0
35,24,0,3.8214,3.4387,0.0,0.0,25,1
16,14,0,3.7028,3.4677,0.0,0.0,4,0
26,17,0,3.921,3.3372,0.0,0.0,8,0
20,18,0,3.8219,3.6144,0.0,0.0,8,0
34,23,40,4.0653,3.654,4.0587,0.0253,16,0
47,33,0,4.4105,4.0667,0.0,0.0,27,1
31,20,0,4.5026,3.9219,0.0,0.1176,15,1
9,0,39,2.7255,0.0,3.9772,0.0,11,1
32,25,0,4.0931,3.6733,0.0,0.0,8,0
44,34,0,4.6524,4.3594,0.0,0.0784,19,1
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
5,0,0,2.3219,0.0,0.0,0.0,1,0
35,27,0,4.0931,3.9582,0.0,0.0455,18,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
9,0,0,2.7255,0.0,0.0,0.0,1,0
23,13,0,4.1757,3.3927,0.0,0.2857,8,0
25,18,40,3.5933,3.2391,4.2751,0.0294,15,0
10,0,48,2.9219,0.0,4.2563,0.0217,12,1
14,4,0,3.6645,2.0,0.0,0.1429,4,0
25,15,0,4.0235,3.4566,0.0,0.0,5,0
32,23,0,4.3903,4.1757,0.0,0.0513,16,1
16,6,0,3.4528,2.585,0.0,0.1111,4,0
10,0,34,2.9219,0.0,4.1163,0.0625,9,1
19,9,40,3.5766,2.9477,4.2439,0.0351,11,0
17,9,0,3.3372,2.7255,0.0,0.0,4,0
9,0,48,2.4194,0.0,4.2563,0.0222,12,1
33,27,0,4.2714,3.9582,0.0,0.0476,18,1
43,33,0,3.8521,3.384,0.0,0.0,34,1
21,14,40,3.7257,3.4677,4.3342,0.0312,11,0
10,4,0,3.3219,2.0,0.0,0.2,4,0
33,24,0,4.3171,3.9702,0.0,0.0,14,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
7,0,47,2.8074,0.0,4.3901,0.3182,10,1
35,24,40,4.0716,3.6054,4.0848,0.0759,20,0
31,21,0,4.0794,3.8209,0.0,0.0,8,1
28,21,0,3.9372,3.4992,0.0,0.0,10,1
38,31,40,4.1158,3.9102,3.9398,0.0213,15,0
46,38,0,4.0285,3.8854,0.0,0.0278,12,0
18,16,40,3.8366,3.625,4.1726,0.0339,15,0
25,16,0,3.9239,3.3278,0.0,0.0606,8,0
25,23,0,4.2439,4.1757,0.0,0.0625,16,1
38,24,0,3.9381,3.4387,0.0,0.0,25,1
31,21,0,4.0392,3.8209,0.0,0.0,9,1
26,24,0,4.1329,3.9702,0.0,0.0,14,1
48,37,0,4.2487,3.9696,0.0,0.0556,13,0
31,23,0,4.3492,4.1757,0.0,0.0526,16,1
43,33,0,4.2664,4.0667,0.0,0.0,26,1
29,22,0,4.0733,3.8797,0.0,0.0488,8,0
33,23,0,4.1879,3.969,0.0,0.0417,8,0
6,0,34,2.585,0.0,4.1163,0.069,8,1
40,30,0,4.4464,4.1614,0.0,0.04,16,1
27,16,40,3.838,3.25,3.9552,0.0299,16,0
47,33,0,4.4105,4.0667,0.0,0.0,27,1
32,21,0,3.9886,3.4992,0.0,0.0,11,1
40,30,0,4.2342,3.7647,0.0,0.087,24,1
13,6,0,3.5466,2.585,0.0,0.1333,4,0
32,22,0,4.3278,3.8454,0.0,0.25,16,1
10,8,0,3.1219,2.75,0.0,0.0,4,0
37,27,0,4.2293,3.9582,0.0,0.0435,18,1
30,21,0,3.9484,3.4992,0.0,0.0,10,1
27,21,0,3.9862,3.8209,0.0,0.0,8,1
39,29,0,4.8045,4.4871,0.0,0.1818,18,1
28,14,0,4.1645,3.4677,0.0,0.0,5,0
44,30,0,4.5555,4.1614,0.0,0.0377,17,1
6,0,0,2.585,0.0,0.0,0.0,1,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
46,36,0,3.8014,3.4569,0.0,0.2188,18,1
34,24,0,4.0209,3.7721,0.0,0.0,8,0
26,15,40,3.8731,3.5069,4.2251,0.0615,16,0
31,24,0,3.8213,3.4387,0.0,0.0,24,1
16,6,0,3.4528,2.585,0.0,0.1111,4,0
52,41,0,4.4411,4.1411,0.0,0.1622,19,1
38,24,0,3.9381,3.4387,0.0,0.0,25,1
44,34,0,4.0755,3.8925,0.0,0.0615,13,0
17,15,40,3.6169,3.3736,4.1251,0.0328,11,0
16,6,40,3.4528,2.585,4.1653,0.0784,11,0
36,30,0,4.0305,3.7647,0.0,0.0952,24,1
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
21,15,40,3.7849,3.3232,4.2128,0.0656,15,0
47,33,0,4.4105,4.0667,0.0,0.0,27,1
37,30,0,4.4224,4.1614,0.0,0.0426,16,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
31,24,0,3.8213,3.4387,0.0,0.0,24,1
28,22,40,3.8693,3.5383,4.2342,0.0563,19,0
40,30,0,4.1276,3.7647,0.0,0.0889,25,1
35,24,0,4.376,3.9702,0.0,0.0,15,1
40,31,0,4.0964,3.8245,0.0,0.0,14,1
33,23,0,4.0179,3.7081,0.0,0.0,13,1
38,24,0,3.9381,3.4387,0.0,0.0,25,1
31,22,0,4.2202,3.6978,0.0,0.129,18,1
33,23,0,4.2714,4.1757,0.0,0.05,16,1
31,20,0,4.4381,3.8219,0.0,0.1176,15,1
41,34,0,4.2899,4.1607,0.0,0.127,12,0
9,0,39,2.7255,0.0,3.9772,0.0,11,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
48,39,40,4.2563,4.0704,4.1153,0.0185,19,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
22,15,0,4.0049,3.5069,0.0,0.069,8,0
43,36,0,3.835,3.4569,0.0,0.2295,18,1
44,37,0,4.2433,4.0804,0.0,0.0,12,0
17,6,0,3.8522,2.585,0.0,0.3333,5,0
7,0,0,2.8074,0.0,0.0,0.0,1,0
30,20,0,4.2817,3.9219,0.0,0.1176,14,1
29,22,0,4.2542,3.7544,0.0,0.2759,16,1
16,8,0,3.5,2.75,0.0,0.0,4,0
1,0,39,-0.0,0.0,3.9772,0.0,11,1
31,24,0,4.2084,3.9702,0.0,0.0,14,1
48,38,0,4.4844,4.0682,0.0,0.3714,16,1
24,14,40,3.6573,3.3788,4.1939,0.0635,15,0
43,41,0,4.2664,4.1411,0.0,0.1818,18,1
7,0,39,2.8074,0.0,3.9772,0.0,11,1
25,18,0,4.1337,3.7947,0.0,0.0,8,0
8,0,47,3.0,0.0,4.3901,0.3111,10,1
31,21,0,4.2603,3.749,0.0,0.2,16,1
41,31,40,3.6628,3.4703,4.1964,0.0206,15,0
6,0,0,2.585,0.0,0.0,0.0,1,0
27,20,40,3.8562,3.3464,4.2842,0.0278,15,0
44,34,0,4.5049,4.3594,0.0,0.0769,18,1
20,11,0,3.7842,2.7322,0.0,0.3478,8,0
35,33,0,4.1503,4.0667,0.0,0.0,26,1
43,34,0,4.6759,4.3594,0.0,0.0784,18,1
41,30,0,4.1804,3.7647,0.0,0.087,25,1
25,16,0,3.9435,3.625,0.0,0.1212,8,0
9,0,34,3.1699,0.0,4.1163,0.0625,8,1
9,0,34,2.9477,0.0,4.1163,0.0625,8,1
40,33,0,4.3464,4.0667,0.0,0.0,26,1
16,8,0,3.3278,2.75,0.0,0.0,4,0
16,8,0,3.3278,2.75,0.0,0.0,4,0
43,33,0,3.6774,3.384,0.0,0.0,34,1
17,15,40,3.7345,3.5069,4.2464,0.1053,15,0
40,34,0,4.5842,4.3006,0.0,0.0833,18,1
16,6,0,3.25,2.585,0.0,0.1176,5,0
29,22,0,4.1163,3.6978,0.0,0.1379,18,1
45,31,0,4.1772,3.8245,0.0,0.0,15,1
6,0,40,2.585,0.0,4.066,0.0526,8,0
33,24,40,4.0061,3.4906,4.3031,0.0256,19,0
44,33,0,3.703,3.384,0.0,0.0,35,1
30,23,0,4.2566,3.8492,0.0,0.1951,12,0
52,41,0,4.4411,4.1411,0.0,0.1622,19,1
44,34,0,4.6524,4.3594,0.0,0.0784,19,1
31,22,0,4.236,3.7201,0.0,0.2581,16,1
17,11,40,3.8522,3.2776,4.0848,0.1132,15,0
50,44,0,4.0831,3.9108,0.0,0.0,12,0
33,31,0,4.165,4.0181,0.0,0.08,12,0
36,30,0,4.3401,4.1614,0.0,0.0435,16,1
33,23,0,4.0179,3.7081,0.0,0.0,12,1
16,6,0,3.4528,2.585,0.0,0.1111,4,0
38,24,0,3.9381,3.4387,0.0,0.0,25,1
24,15,0,3.9387,3.5069,0.0,0.0645,8,0
32,18,40,4.2417,3.4613,4.1373,0.1714,20,0
37,31,0,4.1008,3.8245,0.0,0.0,14,1
31,21,0,3.8457,3.4992,0.0,0.0,11,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
40,33,0,3.6108,3.384,0.0,0.0,34,1
40,38,0,4.2012,4.0682,0.0,0.4194,16,1
35,28,40,3.8757,3.3563,4.2342,0.0238,19,0
28,22,40,3.9677,3.6412,4.0653,0.0533,15,0
38,31,0,4.0724,3.8245,0.0,0.0,14,1
12,5,40,3.4183,2.3219,4.2062,0.0435,11,0
32,22,0,4.2264,3.6978,0.0,0.125,18,1
19,9,0,3.6421,3.1699,0.0,0.0,4,0
9,0,39,2.7255,0.0,3.9772,0.0,11,1
32,22,0,3.9414,3.7544,0.0,0.0976,13,0
29,27,0,3.8799,3.7043,0.0,0.5789,18,1
43,29,0,4.8971,4.4871,0.0,0.1702,19,1
18,4,0,3.8366,2.0,0.0,0.1176,5,0
16,6,40,3.4528,2.585,4.1939,0.0784,11,0
1,0,0,-0.0,0.0,0.0,0.0,1,0
34,24,0,4.1692,3.9702,0.0,0.0,14,1
13,6,0,3.5466,2.585,0.0,0.1333,4,0
28,18,0,4.2804,3.5724,0.0,0.2941,12,0
47,33,0,3.8942,3.384,0.0,0.0,35,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
23,13,0,3.7623,3.3927,0.0,0.0714,8,0
33,23,0,4.1044,3.7951,0.0,0.0455,12,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
10,0,0,2.9219,0.0,0.0,0.0,2,0
28,21,0,4.2534,4.0114,0.0,0.0488,8,0
40,30,0,4.2342,3.7647,0.0,0.087,24,1
44,33,40,4.2999,4.0896,4.0939,0.0825,20,0
27,21,0,3.9862,3.8209,0.0,0.0,8,1
42,33,40,4.2165,4.0061,4.1464,0.0426,19,0
27,16,0,4.0882,3.75,0.0,0.0,5,0
43,35,0,4.4434,4.3357,0.0,0.0,12,1
40,30,0,4.4464,4.1614,0.0,0.04,16,1
32,23,0,4.3903,4.1757,0.0,0.0513,16,1
45,36,0,3.857,3.4569,0.0,0.2222,18,1
39,29,0,4.6632,4.4871,0.0,0.1818,18,1
6,0,47,2.585,0.0,4.3901,0.3256,10,1
9,0,34,3.1699,0.0,4.1163,0.0625,8,1
44,30,0,4.5555,4.1614,0.0,0.0377,17,1
6,0,40,2.585,0.0,4.2251,0.0526,8,0
35,33,0,4.1503,4.0667,0.0,0.0,26,1
23,15,40,4.0888,3.6402,4.2342,0.0635,15,0
64,57,0,4.8785,4.679,0.0,0.043,16,1
22,15,40,3.8797,3.3736,4.0873,0.0303,11,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
34,24,0,4.0719,3.8035,0.0,0.0435,12,0
39,32,0,4.0966,3.8903,0.0,0.0,12,0
32,25,0,3.965,3.7337,0.0,0.0,8,0
43,33,0,4.3129,4.0667,0.0,0.0,26,1
42,40,40,3.9988,3.8587,4.1251,0.0194,19,0
40,33,0,3.5797,3.384,0.0,0.0,34,1
28,21,0,4.107,3.8209,0.0,0.0,8,1
42,35,0,4.4516,4.3357,0.0,0.0,12,1
45,36,0,3.857,3.4569,0.0,0.2222,18,1
43,33,0,3.638,3.384,0.0,0.0,35,1
45,38,0,4.4068,4.0682,0.0,0.3881,16,1
32,21,0,3.9886,3.4992,0.0,0.0,11,1
25,23,0,4.2439,4.1757,0.0,0.0625,16,1
26,19,40,4.056,3.7216,4.0276,0.0286,15,0
25,23,0,3.8137,3.7081,0.0,0.0,12,1
32,22,0,4.1556,3.8454,0.0,0.25,16,1
33,31,0,3.8997,3.8245,0.0,0.0,14,1
6,0,47,2.585,0.0,4.3901,0.3256,10,1
42,33,0,3.6558,3.384,0.0,0.0,34,1
43,33,0,3.638,3.384,0.0,0.0,35,1
47,33,0,4.4105,4.0667,0.0,0.0,27,1
34,20,0,4.4548,3.9219,0.0,0.1081,15,1
24,14,40,4.1368,3.6645,4.0464,0.127,15,0
38,31,0,4.0724,3.8245,0.0,0.0,14,1
30,24,0,3.7777,3.4387,0.0,0.0,24,1
31,21,0,4.0392,3.8209,0.0,0.0,8,1
41,33,0,3.7066,3.384,0.0,0.0,34,1
41,30,0,4.2291,3.9647,0.0,0.069,13,0
38,28,40,4.2512,4.0661,4.2251,0.046,19,0
44,34,0,4.6695,4.3006,0.0,0.0769,18,1
42,35,0,4.4929,4.3357,0.0,0.0,12,1
10,0,0,2.9219,0.0,0.0,0.0,2,0
40,30,0,4.2118,4.1614,0.0,0.04,16,1
35,33,0,3.4454,3.384,0.0,0.0,34,1
11,5,0,3.4594,2.3219,0.0,0.3333,4,0
6,0,0,2.585,0.0,0.0,0.0,1,0
5,0,40,2.3219,0.0,4.1751,0.0541,8,0
35,24,0,4.376,3.9702,0.0,0.0,15,1
33,23,0,4.4155,4.1757,0.0,0.05,16,1
32,23,0,3.9681,3.7081,0.0,0.0,12,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
43,36,0,3.8991,3.4569,0.0,0.2295,18,1
35,21,0,4.2973,3.4992,0.0,0.0,11,1
32,24,0,3.7303,3.4387,0.0,0.0,24,1
41,35,0,4.473,4.3357,0.0,0.0,12,1
51,41,0,4.398,4.1411,0.0,0.1622,18,1
30,21,0,3.9484,3.4992,0.0,0.0,10,1
37,27,0,4.0237,3.9582,0.0,0.0435,18,1
36,30,0,4.0305,3.7647,0.0,0.0952,24,1
43,33,0,3.6774,3.384,0.0,0.0,34,1
29,21,0,4.1852,3.749,0.0,0.2143,16,1
38,27,0,4.2211,3.9582,0.0,0.0435,19,1
29,22,0,4.2113,3.8797,0.0,0.0488,8,0
24,18,0,3.8554,3.5724,0.0,0.0,8,0
34,24,0,4.1944,3.9702,0.0,0.0,14,1
40,29,0,4.9031,4.4871,0.0,0.1818,19,1
8,0,40,3.0,0.0,4.1562,0.05,8,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
15,5,40,3.5069,2.3219,4.1128,0.1224,11,0
31,24,0,3.8213,3.4387,0.0,0.0,24,1
46,36,0,3.7588,3.4569,0.0,0.2222,19,1
40,30,0,4.0464,3.7647,0.0,0.087,24,1
47,33,0,4.4105,4.0667,0.0,0.0,27,1
18,8,0,3.3921,2.75,0.0,0.0,5,0
41,33,0,3.7066,3.384,0.0,0.0,34,1
6,0,0,2.585,0.0,0.0,0.0,1,0
41,31,0,3.9913,3.8245,0.0,0.0,14,1
40,30,0,4.4128,4.1614,0.0,0.0408,17,1
1,0,0,-0.0,0.0,0.0,0.0,1,0
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
33,27,0,4.2714,3.9582,0.0,0.0476,18,1
18,16,0,3.9477,3.75,0.0,0.0,4,0
30,23,0,4.3232,4.1757,0.0,0.0541,16,1
23,9,40,4.0888,3.1699,4.2128,0.0333,12,0
40,33,0,3.6108,3.384,0.0,0.0,34,1
25,16,0,3.9737,3.375,0.0,0.0,8,0
45,35,0,4.369,4.3357,0.0,0.0,13,1
25,15,0,3.8137,3.5069,0.0,0.125,8,0
25,18,40,4.0537,3.7947,4.1429,0.0294,15,0
28,21,0,4.1375,3.8209,0.0,0.0,8,1
1,0,39,-0.0,0.0,3.9772,0.0,11,1
40,33,0,3.5797,3.384,0.0,0.0,34,1
17,11,40,3.7345,2.914,4.0873,0.1887,15,0
31,23,0,4.0424,3.7081,0.0,0.0,12,1
28,22,0,4.155,3.7201,0.0,0.2857,16,1
16,6,40,3.875,2.585,4.1939,0.0784,11,0
31,24,0,4.0911,3.6887,0.0,0.2791,12,0
35,25,40,4.3789,4.1337,3.9373,0.0988,19,0
35,26,0,3.797,3.4885,0.0,0.0408,12,0
9,0,0,3.1699,0.0,0.0,0.0,1,0
18,10,0,3.5724,3.1219,0.0,0.0,4,0
6,0,48,2.585,0.0,4.2563,0.0233,11,1
36,34,0,4.4823,4.3594,0.0,0.0909,18,1
38,24,0,4.5214,3.9702,0.0,0.0,15,1
34,24,0,4.1692,3.9702,0.0,0.0,14,1
13,6,40,3.5466,2.585,4.1848,0.0833,11,0
43,33,0,4.3129,4.0667,0.0,0.0,26,1
53,47,0,3.9448,3.7098,0.0,0.0,12,0
30,23,0,4.0817,3.7081,0.0,0.0,12,1
20,10,40,3.8219,3.1219,4.2153,0.0339,11,0
43,29,0,4.8506,4.4182,0.0,0.1702,19,1
29,22,0,3.8404,3.3342,0.0,0.0513,12,0
6,0,0,2.585,0.0,0.0,0.0,1,0
20,11,0,3.8842,2.914,0.0,0.3478,8,0
31,21,0,3.6192,3.2495,0.0,0.0,8,0
44,33,0,3.703,3.384,0.0,0.0,35,1
9,0,34,3.1699,0.0,4.1163,0.0625,8,1
28,18,40,3.682,3.3502,3.9776,0.0282,15,0
45,39,0,3.8856,3.6089,0.0,0.0,12,0
33,23,0,4.3549,4.1757,0.0,0.05,16,1
35,33,0,3.4454,3.384,0.0,0.0,34,1
22,15,0,3.8797,3.3736,0.0,0.0,4,0
25,15,40,3.7337,3.3736,4.2062,0.0294,12,0
28,21,0,4.0661,3.5585,0.0,0.1081,12,0
39,25,0,4.2723,3.8635,0.0,0.0,9,0
28,21,0,4.2534,3.749,0.0,0.2222,16,1
35,27,0,3.8646,3.7542,0.0,0.0,12,0
37,30,0,4.1753,3.7647,0.0,0.093,24,1
45,35,0,3.9819,3.829,0.0,0.0,12,0
37,30,0,4.0468,3.7647,0.0,0.093,24,1
37,27,0,4.2807,3.7043,0.0,0.4783,18,1
49,43,40,4.0609,3.8302,4.1848,0.0354,19,0
19,8,0,3.6819,3.0,0.0,0.0,5,0
33,27,0,4.1502,3.9582,0.0,0.0,8,0
44,30,0,4.5555,4.1614,0.0,0.0377,17,1
24,16,40,3.8868,3.75,4.1037,0.029,11,0
31,23,40,3.9134,3.6753,4.0635,0.08,19,0
36,27,0,4.1626,3.9582,0.0,0.0444,18,1
40,30,0,4.2342,3.7647,0.0,0.087,24,1
42,34,0,4.5945,4.3594,0.0,0.08,18,1
44,30,0,4.311,3.7647,0.0,0.0816,25,1
38,30,40,3.8629,3.6444,4.2062,0.0215,15,0
41,34,0,4.6866,4.3594,0.0,0.0816,18,1
30,23,0,4.2566,4.1757,0.0,0.0541,16,1
15,6,40,3.6402,2.585,4.0251,0.08,11,0
9,0,48,2.7255,0.0,4.2563,0.0217,11,1
42,32,40,4.044,3.8431,4.1439,0.0202,15,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
24,15,0,3.8554,3.3736,0.0,0.0,4,0
35,27,0,4.3189,3.7043,0.0,0.5,18,1
31,21,0,4.1439,3.4992,0.0,0.0,10,1
29,15,40,4.1683,3.5069,4.2342,0.0588,16,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
39,30,0,4.1823,3.9647,0.0,0.0702,12,0
8,0,0,3.0,0.0,0.0,0.0,1,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
41,34,0,4.6866,4.3594,0.0,0.0816,18,1
9,0,0,2.4194,0.0,0.0,0.0,2,0
16,6,40,3.25,2.585,4.2842,0.08,12,0
32,22,0,3.9886,3.6978,0.0,0.129,19,1
28,21,40,4.1375,3.7849,4.2037,0.0541,15,0
37,30,0,4.3143,4.1614,0.0,0.0426,16,1
16,7,40,3.625,2.8074,4.1153,0.0385,11,0
41,30,0,4.1804,3.7647,0.0,0.087,25,1
33,31,0,3.8997,3.8245,0.0,0.0,14,1
32,23,0,4.3903,4.1757,0.0,0.0513,16,1
45,38,0,4.4068,4.0682,0.0,0.3881,16,1
40,30,0,4.0464,3.7647,0.0,0.087,24,1
5,0,0,2.3219,0.0,0.0,0.0,1,0
31,22,0,4.3248,3.8454,0.0,0.2581,16,1
7,5,0,2.8074,2.3219,0.0,0.5,4,0
33,31,0,3.8997,3.8245,0.0,0.0,14,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
44,35,0,4.1247,3.8646,0.0,0.0,12,0
29,27,0,4.1163,3.9582,0.0,0.0,8,0
29,22,0,4.0902,3.6635,0.0,0.0513,12,0
34,24,0,3.8559,3.4387,0.0,0.0,24,1
37,29,0,3.5273,3.224,0.0,0.0,12,0
38,28,0,4.0304,3.8963,0.0,0.0,12,0
22,16,40,3.9706,3.75,3.8087,0.0635,15,0
28,21,0,3.9372,3.4992,0.0,0.0,10,1
7,0,47,2.8074,0.0,4.3901,0.3182,10,1
33,31,0,3.8997,3.8245,0.0,0.0,14,1
40,33,0,3.6108,3.384,0.0,0.0,34,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
32,21,0,4.1761,3.8209,0.0,0.0,9,1
44,33,0,3.703,3.384,0.0,0.0,35,1
41,33,0,4.1899,4.0667,0.0,0.0,26,1
43,33,0,3.6774,3.384,0.0,0.0,34,1
13,0,48,3.5466,0.0,4.2563,0.0204,12,1
50,41,0,4.3717,4.1411,0.0,0.1644,18,1
43,33,0,3.638,3.384,0.0,0.0,35,1
37,30,0,3.7197,3.3526,0.0,0.0,12,0
17,11,0,3.8522,3.2776,0.0,0.2,8,0
23,15,0,3.882,3.5069,0.0,0.0667,8,0
33,25,0,3.7636,3.5133,0.0,0.0,8,0
34,27,0,4.2561,3.9582,0.0,0.0465,18,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
43,33,0,3.8521,3.384,0.0,0.0,34,1
49,35,0,4.4665,4.3357,0.0,0.0,13,1
36,22,0,4.1762,3.6412,0.0,0.0408,9,0
30,20,0,4.3484,3.9219,0.0,0.1176,14,1
8,0,40,3.0,0.0,4.2342,0.05,8,0
31,17,0,4.18,3.5725,0.0,0.0513,9,0
44,36,0,3.8157,3.4569,0.0,0.2258,18,1
33,27,0,4.1044,3.8282,0.0,0.0417,12,0
16,9,40,3.75,2.9477,3.9939,0.037,11,0
9,0,40,2.7255,0.0,4.2153,0.0488,8,0
26,24,40,4.1329,3.9702,4.3342,0.0845,19,0
16,10,0,3.7028,3.1219,0.0,0.0,4,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
35,33,0,3.4454,3.384,0.0,0.0,34,1
9,0,0,2.4194,0.0,0.0,0.0,2,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
28,21,0,3.9947,3.7849,0.0,0.0,8,0
49,43,40,4.1559,3.9782,4.1939,0.0177,19,0
40,30,0,4.0653,3.7647,0.0,0.087,24,1
32,22,0,4.1556,3.8454,0.0,0.25,16,1
8,0,48,3.0,0.0,4.2563,0.0222,11,1
38,27,0,4.2211,3.9582,0.0,0.0435,19,1
52,45,40,3.9196,3.6795,4.3031,0.0169,19,0
37,30,0,4.1753,3.7647,0.0,0.093,24,1
34,24,0,4.1692,3.9702,0.0,0.0,14,1
8,0,39,3.0,0.0,3.9772,0.0,11,1
33,23,0,3.9455,3.6753,0.0,0.0455,12,0
32,23,0,3.9681,3.7081,0.0,0.0,12,1
21,14,0,4.0707,3.5216,0.0,0.0741,8,0
9,0,0,3.1699,0.0,0.0,0.0,1,0
43,29,0,4.5165,4.2113,0.0,0.0678,13,0
6,0,48,2.585,0.0,4.2563,0.0233,11,1
31,20,0,3.9134,3.5464,0.0,0.0,5,0
37,30,0,4.006,3.6444,0.0,0.0,8,0
46,36,0,3.7588,3.4569,0.0,0.2222,19,1
40,30,0,4.3414,3.7996,0.0,0.5185,16,1
32,23,40,4.1014,3.7951,4.174,0.025,15,0
41,33,0,3.7066,3.384,0.0,0.0,34,1
19,8,0,3.5369,2.75,0.0,0.0,5,0
47,33,0,3.8942,3.384,0.0,0.0,35,1
17,7,0,3.8522,2.8074,0.0,0.0,4,0
9,0,0,2.4194,0.0,0.0,0.0,2,0
39,30,0,4.253,4.0314,0.0,0.0351,12,0
43,34,0,4.3243,4.1607,0.0,0.1231,12,0
8,0,48,3.0,0.0,4.2563,0.0222,11,1
9,0,40,2.7255,0.0,4.2342,0.0488,8,0
40,33,0,3.6108,3.384,0.0,0.0,34,1
27,17,40,3.7784,3.6169,4.1562,0.0294,16,0
